Student_ID,College,Year_of_Study,Branch,CGPA,Backlogs_Active,Primary_Domain,Languages_Known,Frameworks_Known,LeetCode_Easy_Solved,LeetCode_Medium_Solved,LeetCode_Hard_Solved,Total_LeetCode_Solved,DSA_Consistency_Score_0to1,Daily_Coding_Streak_Days,Competitive_Programming_Tier,Number_of_Internships,Best_Internship_Quality,Number_of_Projects,Best_Project_Type,GitHub_Commit_Activity,Open_Source_PRs_Merged,System_Design_Level,System_Design_Books_Read,OS_Networking_Knowledge,Communication_Skill,Attitude_Towards_Prep,Mock_Interviews_Done,Behavioral_Prep_Level,Reading_Habits,Certifications,Hackathon_Wins,LinkedIn_Followers,Tech_Blog_Posts_Written,Resume_Quality,Referral_Status,Networking_Effort,Consistency_Score_0to1,Interview_Rounds_Cleared,Final_Offer_Status,FAANG_Ready_Label
T3CS1161,Acropolis Institute,3,CSE,9.22,0,Backend,"TypeScript, Kotlin, C++, SQL, Rust, JavaScript","Flutter, Django",180,118,79,377,0.88,231,LeetCode Knight (near),0,Open Source Contribution Only,6,Production Deployed,None,15,Not started,Multiple SD Books,Moderate,Below Average,Neutral,30,Practiced 10+,Books (DSA/System Design),Azure Fundamentals,1,2567,0,Average,Professor Referral,None,0.53,3,No Offer,No
T3CS1162,Acropolis Institute,3,CSE,6.08,0,Backend,"Python, Rust, Bash, Kotlin, Java, TypeScript, JavaScript, SQL","Flutter, PyTorch, Express, Node.js, Next.js, Spring Boot",204,123,62,389,0.8,435,Master,0,Startup (<10 emp),4,Solo Clone,Monthly,10,Surface knowledge,None,Weak,Average,Highly Motivated,15,None,Occasional,Meta Frontend Cert,0,1307,3,Good but not ATS,Yes - Strong Referral,Passive (just LinkedIn),1.0,0,Offer from Mid Company,No
T3CS1163,Acropolis Institute,2,CSE,7.01,1,Cybersecurity,"SQL, Kotlin",FastAPI,72,63,36,171,0.34,29,Top 10% LeetCode,2,Startup (<10 emp),5,Original Team,Monthly,50,Surface knowledge,None,Weak,Average,Motivated,30,Fully Prepped,Weekly Tech Blogs,Meta Frontend Cert,0,656,0,ATS Optimized + Strong,Professor Referral,None,0.81,3,No Offer,No
T3CS1164,Shri Vaishnav Institute,3,CSE,8.85,0,Backend,"JavaScript, TypeScript, SQL, C++","Django, React, FastAPI, Next.js",152,10,27,189,0.33,179,LeetCode Knight,2,Mid Startup (50-200),8,Solo Clone,Daily,15,Can design distributed systems,DDIA,Weak,Below Average,Highly Motivated,1,Basic (STAR method),Daily Tech Reading,None,2,2660,5,Average,Alumni Referral,Passive (just LinkedIn),0.44,3,No Offer,No
T3CS1165,Patel College of Science,3,CSE,6.22,0,ML/AI,Bash,"Flutter, Spring Boot, FastAPI",113,141,79,333,0.2,206,Expert (CF),0,Small Startup (10-50),3,Production Deployed,Daily,10,Knows basics well,DDIA,Moderate,Average,Motivated,10,None,Rarely,Google ML Crash Course,1,2211,0,Weak,Yes - Strong Referral,Strong Network,0.56,5,Offer from Startup,No
T3CS1166,RGPV Bhopal,3,CSE,9.18,4,DevOps,Rust,React,66,0,59,125,0.1,94,Pupil,3,Mid Startup (50-200),1,Open Source Contrib,Weekly,5,Knows basics well,Grokking SD,Moderate,Good,Neutral,10,None,Daily Tech Reading,Multiple Certs,0,1909,20,No Resume Yet,Yes - Strong Referral,Strong Network,0.93,1,No Offer,No
T3CS1167,IIST Indore,3,CSE,9.24,1,Cybersecurity,"Bash, Kotlin, JavaScript","React, Django, Spring Boot, Express",201,84,79,364,0.31,207,LeetCode Guardian,0,Open Source Contribution Only,3,Open Source Contrib,Weekly,10,No idea,None,Strong,Good,Motivated,0,Fully Prepped,Weekly Tech Blogs,Google ML Crash Course,3,3730,5,ATS Optimized + Strong,Alumni Referral,Passive (just LinkedIn),0.74,0,No Offer,No
T3CS1168,Chameli Devi Group,3,CSE,7.78,0,DevOps,"Python, TypeScript, Rust, Go, SQL","Node.js, Spring Boot",107,122,38,267,0.54,193,Top 10% LeetCode,2,Service Company (Tier-2),6,Production Deployed,None,2,No idea,Multiple SD Books,Weak,Below Average,Motivated,10,Practiced 30+,Books (DSA/System Design),AWS Certified,0,2046,0,ATS Optimized + Strong,No Referral,Active Outreach,0.91,2,No Offer,No
T3CS1169,SGSITS Indore,2,CSE,5.53,0,Cybersecurity,"Kotlin, Rust, C++, Bash","Spring Boot, TensorFlow",130,96,69,295,0.36,268,LeetCode Knight (near),0,Open Source Contribution Only,7,Research Project,Weekly,10,Not started,Multiple SD Books,Weak,Excellent,Motivated,15,None,Weekly Tech Blogs,Azure Fundamentals,0,3162,10,ATS Optimized + Strong,Yes - Strong Referral,Passive (just LinkedIn),0.68,1,No Offer,No
T3CS1170,Renaissance College,3,CSE,6.79,0,Backend,"C++, Kotlin",Express,108,160,18,286,0.29,30,Top 25% LeetCode,0,Product Company,3,Original Solo,None,2,Knows basics well,None,Moderate,Below Average,Neutral,7,None,Occasional,Multiple Certs,2,1140,1,No Resume Yet,Yes - Weak Referral,Passive (just LinkedIn),0.11,4,No Offer,No
T3CS1171,Acropolis Institute,3,CSE,8.28,2,Data Engineering,"SQL, Bash, Python, Java, TypeScript, JavaScript, C++","Flutter, Express, TensorFlow",119,132,21,272,0.64,278,Unrated/NA,0,Mid Startup (50-200),4,Solo Clone,None,15,Knows basics,None,Moderate,Excellent,Neutral,5,Practiced 10+,Daily Tech Reading,None,0,266,1,No Resume Yet,Alumni Referral,None,0.99,0,No Offer,No
T3CS1172,TIT Bhopal,3,CSE,9.92,0,Backend,"Rust, Python, Java, Kotlin, JavaScript",Express,61,117,9,187,0.19,68,Expert (CF),0,Open Source Contribution Only,3,Team Clone,Rarely,5,No idea,Grokking + DDIA,Moderate,Average,Neutral,10,Practiced 10+,Rarely,None,3,1845,15,Weak,Alumni Referral,Strong Network,0.56,1,No Offer,No
T3CS1173,SGSITS Indore,3,CSE,8.34,1,Full Stack,"Go, JavaScript, TypeScript","Express, Django",112,40,0,152,0.17,107,LeetCode Knight (near),2,Startup (<10 emp),6,Team Clone,Monthly,1,Not started,Multiple SD Books,Strong,Average,Motivated,2,Practiced 10+,Weekly Tech Blogs,Coursera Specialization,0,1708,1,Weak,Alumni Referral,None,0.61,0,No Offer,No
T3CS1174,SAGE University,3,CSE,6.67,0,DevOps,"Rust, JavaScript, TypeScript, C++","TensorFlow, Django, Next.js",166,148,14,328,0.15,60,Newbie,3,No Internship,5,Production Deployed,Weekly,15,Surface knowledge,None,Moderate,Good,Highly Motivated,7,None,Occasional,Meta Frontend Cert,5,3630,0,Weak,Professor Referral,Strong Network,0.58,1,Offer from Product Company,No
T3CS1175,TIT Bhopal,4,CSE,8.35,2,Systems,"Kotlin, Go, TypeScript, Python, Rust","Flutter, Django, FastAPI",111,67,0,178,0.21,221,Expert (CF),0,No Internship,4,Original Solo,Monthly,50,Knows basics well,None,None,Below Average,Low Effort,2,None,Daily Tech Reading,None,0,3211,20,Good but not ATS,Professor Referral,Passive (just LinkedIn),0.42,4,No Offer,No
T3CS1176,Medicaps University,3,CSE,7.93,0,ML/AI,Kotlin,"PyTorch, React",73,146,39,258,0.41,115,Unrated/NA,0,Open Source Contribution Only,3,Original Team,Monthly,5,Surface knowledge,None,Weak,Good,Low Effort,10,Basic (STAR method),Never,Azure Fundamentals,2,2293,10,No Resume Yet,Yes - Strong Referral,Passive (just LinkedIn),0.68,1,No Offer,No
T3CS1177,NRI Institute,3,CSE,9.01,1,Full Stack,"JavaScript, Kotlin, Rust, Python","Flutter, FastAPI, Node.js, Express",121,77,0,198,0.21,22,Top 25% LeetCode,1,No Internship,5,Open Source Contrib,None,20,Knows basics,None,Moderate,Below Average,Motivated,15,Practiced 10+,Never,Multiple Certs,0,3732,0,ATS Optimized + Strong,Yes - Weak Referral,None,0.65,2,No Offer,No
T3CS1178,SAGE University,4,CSE,5.98,0,ML/AI,"SQL, Rust, Java, TypeScript, Bash","Express, Next.js, FastAPI, Spring Boot",185,42,34,261,0.22,304,Specialist (CF),0,MAANG/FAANG Adjacent,9,Original Solo,Daily,20,No idea,Grokking + DDIA,Moderate,Excellent,Motivated,1,Basic (STAR method),Books (DSA/System Design),None,2,3829,1,ATS Optimized + Strong,Professor Referral,Active Outreach,0.91,1,No Offer,No
T3CS1179,IIST Indore,4,CSE,8.92,0,DevOps,"Go, C++, Java, Bash","Spring Boot, Next.js, Express",97,115,16,228,0.26,138,Top 10% LeetCode,1,No Internship,2,Original Team,Rarely,15,Not started,DDIA,Moderate,Good,Neutral,7,Fully Prepped,Occasional,GCP Associate,1,1510,0,Weak,Professor Referral,Strong Network,0.56,2,No Offer,No
T3CS1180,Acropolis Institute,4,CSE,7.94,0,Cybersecurity,"SQL, JavaScript, Java, Python, Go","Flutter, FastAPI, TensorFlow, PyTorch, React",230,195,54,479,0.21,324,Pupil,1,Service Company (Tier-2),6,Open Source Contrib,Monthly,50,Can design distributed systems,Multiple SD Books,Moderate,Average,Low Effort,0,None,Occasional,Google ML Crash Course,1,475,3,No Resume Yet,Yes - Strong Referral,Active Outreach,0.53,4,Offer from Startup,No
T3CS1181,Medicaps University,3,CSE,9.83,0,ML/AI,"Java, C++, TypeScript, JavaScript, Kotlin, Rust, Python, Go","Django, React, FastAPI",126,255,112,493,0.45,140,Top 50% LeetCode,1,Service Company (Tier-2),7,Original Team,Daily,0,Knows basics well,Grokking + DDIA,Moderate,Excellent,Motivated,10,Practiced 30+,Books (DSA/System Design),GCP Associate,2,976,15,Good but not ATS,Yes - Strong Referral,Active Outreach,0.56,2,Offer from Mid Company,No
T3CS1182,Truba Institute,4,CSE,7.04,4,Android/iOS,Python,TensorFlow,157,109,0,266,0.12,58,LeetCode Knight (near),0,Product Company,2,Original Team,None,50,No idea,None,None,Average,Motivated,5,Practiced 30+,Occasional,Google ML Crash Course,2,1207,20,Good but not ATS,Yes - Strong Referral,Passive (just LinkedIn),0.48,4,Offer from Product Company,No
T3CS1183,LNCT Bhopal,3,CSE,8.35,3,Systems,Rust,"Spring Boot, PyTorch",164,73,31,268,0.14,67,Top 10% LeetCode,2,Product Company,5,Production Deployed,Weekly,1,Can design distributed systems,None,Strong,Below Average,Low Effort,0,Practiced 30+,Books (DSA/System Design),None,0,1960,0,Weak,No Referral,Active Outreach,0.81,3,Offer from Startup,No
T3CS1184,Chameli Devi Group,3,CSE,9.69,2,Cybersecurity,"JavaScript, Go","PyTorch, Spring Boot, FastAPI, TensorFlow",69,176,55,300,0.2,24,LeetCode Knight (near),1,Open Source Contribution Only,5,Original Solo,Daily,1,Surface knowledge,None,Strong,Average,Motivated,30,None,Books (DSA/System Design),Multiple Certs,5,557,15,Average,Alumni Referral,None,0.43,0,No Offer,No
T3CS1185,SGSITS Indore,4,CSE,5.96,0,ML/AI,"Python, Bash, C++, SQL",Flutter,0,70,25,95,0.35,66,Specialist (CF),1,No Internship,4,Original Solo,Weekly,2,Surface knowledge,DDIA,Strong,Below Average,Neutral,30,None,Books (DSA/System Design),Coursera Specialization,1,882,15,No Resume Yet,Professor Referral,Passive (just LinkedIn),1.0,5,No Offer,No
T3CS1186,Malwa Institute,4,CSE,9.72,1,Data Engineering,"Java, SQL, Rust","Node.js, FastAPI, Spring Boot",141,249,61,451,0.28,219,LeetCode Knight (near),1,Product Company,4,Production Deployed,Weekly,5,Not started,DDIA,Moderate,Excellent,Highly Motivated,3,Practiced 10+,Rarely,AWS Certified,0,2194,10,Weak,Yes - Strong Referral,Passive (just LinkedIn),0.74,1,No Offer,No
T3CS1187,Chameli Devi Group,3,CSE,8.6,1,Systems,"C++, Kotlin, Python","Flutter, Spring Boot",97,130,53,280,0.44,182,Expert (CF),0,No Internship,5,Original Solo,Rarely,50,Knows basics well,Grokking SD,Weak,Average,Motivated,1,Fully Prepped,Daily Tech Reading,AWS Certified,1,4761,2,Average,Alumni Referral,Active Outreach,0.8,2,Offer from Mid Company,No
T3CS1188,Malwa Institute,2,CSE,5.81,1,Systems,"SQL, Kotlin, Rust, TypeScript","PyTorch, Spring Boot, React",92,0,0,92,0.12,136,Candidate Master,0,Startup (<10 emp),2,Original Solo,None,20,Knows basics,DDIA,Strong,Below Average,Neutral,3,None,Occasional,Coursera Specialization,2,2667,0,No Resume Yet,Professor Referral,Passive (just LinkedIn),0.1,0,No Offer,No
T3CS1189,IES IPS Academy,4,CSE,6.85,0,Cybersecurity,"Go, Rust",Node.js,93,69,0,162,0.38,81,Master,2,Mid Startup (50-200),4,Production Deployed,Rarely,5,Surface knowledge,Grokking SD,Weak,Good,Neutral,7,None,Occasional,Azure Fundamentals,3,4959,2,No Resume Yet,Yes - Weak Referral,None,0.65,2,No Offer,No
T3CS1190,SGSITS Indore,2,CSE,8.69,0,Cybersecurity,"JavaScript, Bash, Rust","Node.js, Flutter",176,174,17,367,0.38,127,Unrated/NA,0,Startup (<10 emp),8,Research Project,Daily,50,Surface knowledge,DDIA,Weak,Good,Motivated,7,None,Daily Tech Reading,Google ML Crash Course,0,4677,10,ATS Optimized + Strong,Yes - Weak Referral,Passive (just LinkedIn),0.6,5,No Offer,No
T3CS1191,Truba Institute,3,CSE,5.8,2,DevOps,TypeScript,FastAPI,36,0,7,43,0.12,0,Top 50% LeetCode,2,Mid Startup (50-200),3,Research Project,Weekly,10,Surface knowledge,Grokking + DDIA,None,Below Average,Low Effort,5,Practiced 10+,Rarely,Meta Frontend Cert,0,4790,2,ATS Optimized + Strong,Alumni Referral,Active Outreach,0.21,2,No Offer,No
T3CS1192,SAGE University,3,CSE,8.12,1,Systems,"Go, Java","PyTorch, Node.js, TensorFlow, React, Flutter, Spring Boot",129,91,25,245,0.65,221,Candidate Master,1,Startup (<10 emp),7,Open Source Contrib,Monthly,5,Surface knowledge,None,None,Good,Neutral,10,Fully Prepped,Rarely,None,2,1610,0,No Resume Yet,Yes - Weak Referral,Passive (just LinkedIn),0.64,3,No Offer,No
T3CS1193,Acropolis Institute,2,CSE,7.06,2,ML/AI,"Bash, Java, SQL, Rust, Go","Spring Boot, Node.js, Django, Flutter, Next.js, TensorFlow",147,114,77,338,0.64,319,Top 50% LeetCode,0,Open Source Contribution Only,6,Team Clone,Weekly,5,No idea,None,Weak,Average,Motivated,7,Basic (STAR method),Weekly Tech Blogs,Multiple Certs,0,3488,1,Good but not ATS,No Referral,Passive (just LinkedIn),1.0,1,No Offer,No
T3CS1194,Patel College of Science,2,CSE,8.29,0,Data Engineering,"JavaScript, C++, Bash",Django,124,18,82,224,0.27,119,Master,2,Startup (<10 emp),9,Original Solo,Weekly,20,Knows basics,DDIA,Moderate,Average,Neutral,30,Practiced 10+,Daily Tech Reading,None,5,2454,2,ATS Optimized + Strong,Alumni Referral,None,0.43,2,Offer from Mid Company,No
T3CS1195,RJIT Gwalior,4,CSE,5.71,0,DevOps,"TypeScript, Go","FastAPI, Spring Boot, PyTorch",147,149,64,360,0.63,107,LeetCode Knight,1,MAANG/FAANG Adjacent,4,Original Team,None,2,Not started,DDIA,Strong,Average,Motivated,2,Basic (STAR method),Weekly Tech Blogs,Coursera Specialization,1,4494,0,Weak,Professor Referral,None,0.88,1,No Offer,No
T3CS1196,NRI Institute,3,CSE,9.42,0,Data Engineering,"Java, SQL, C++","FastAPI, Express, TensorFlow",242,234,59,535,0.26,297,Top 50% LeetCode,0,Startup (<10 emp),3,Original Team,None,1,Knows basics well,DDIA,Moderate,Excellent,Highly Motivated,15,Practiced 10+,Books (DSA/System Design),Google ML Crash Course,1,1946,1,No Resume Yet,Yes - Weak Referral,Passive (just LinkedIn),0.98,0,No Offer,No
T3CS1197,LNCT Bhopal,2,CSE,9.88,0,DevOps,Rust,Spring Boot,112,0,34,146,0.11,0,LeetCode Knight,3,Open Source Contribution Only,5,Original Team,Monthly,10,Not started,None,Moderate,Below Average,Highly Motivated,10,Fully Prepped,Weekly Tech Blogs,GCP Associate,0,4810,20,Weak,Yes - Strong Referral,Passive (just LinkedIn),0.37,1,No Offer,No
T3CS1198,SGSITS Indore,3,CSE,9.86,2,Full Stack,"Python, Kotlin, Go, SQL, Rust","Flutter, FastAPI",206,208,67,481,0.96,310,Expert (CF),1,Startup (<10 emp),8,Original Team,Monthly,0,No idea,Grokking + DDIA,Strong,Average,Motivated,2,None,Books (DSA/System Design),None,1,4799,20,Weak,Alumni Referral,Active Outreach,0.62,4,No Offer,No
T3CS1199,Chameli Devi Group,3,CSE,8.87,0,Android/iOS,"SQL, JavaScript, Rust",Spring Boot,90,0,24,114,0.13,0,Specialist (CF),2,Open Source Contribution Only,1,Original Solo,Rarely,2,Surface knowledge,DDIA,Moderate,Below Average,Low Effort,0,Practiced 30+,Never,Multiple Certs,5,2808,0,ATS Optimized,Yes - Weak Referral,Passive (just LinkedIn),0.74,0,FAANG Offer (Deferred),Yes
T3CS1200,RJIT Gwalior,2,CSE,6.09,0,Cybersecurity,"Python, Go, Kotlin, SQL, Java","Flutter, Spring Boot, Node.js, PyTorch",173,200,118,491,0.94,93,LeetCode Knight,3,No Internship,9,Research Project,Weekly,2,Surface knowledge,None,Strong,Average,Motivated,30,None,Weekly Tech Blogs,GCP Associate,3,3825,2,ATS Optimized + Strong,Yes - Weak Referral,Passive (just LinkedIn),0.95,4,Offer from Product Company,No
T3CS1201,LNCT Bhopal,4,CSE,8.91,0,DevOps,"C++, Rust, Bash, JavaScript, SQL","FastAPI, Django, Spring Boot",91,15,9,115,0.15,151,Master,2,Product Company,5,Original Team,Weekly,2,No idea,Multiple SD Books,Weak,Average,Low Effort,0,Practiced 10+,Weekly Tech Blogs,AWS Certified,1,3536,0,Good but not ATS,Alumni Referral,Passive (just LinkedIn),0.53,5,No Offer,No
T3CS1202,LNCT Bhopal,4,CSE,5.61,0,Android/iOS,"Kotlin, TypeScript, Rust, Java","FastAPI, Spring Boot",74,58,75,207,0.41,133,Top 50% LeetCode,3,Open Source Contribution Only,4,Open Source Contrib,Monthly,50,Knows basics,Grokking SD,None,Below Average,Highly Motivated,3,None,Weekly Tech Blogs,Meta Frontend Cert,1,3802,0,Weak,No Referral,Passive (just LinkedIn),0.65,2,No Offer,No
T3CS1203,Patel College of Science,3,CSE,5.6,0,ML/AI,"Rust, C++, Bash, SQL",Next.js,179,55,0,234,0.39,304,LeetCode Guardian,0,No Internship,4,Production Deployed,Daily,5,Knows basics well,None,Moderate,Good,Highly Motivated,0,Practiced 10+,Occasional,Google ML Crash Course,2,4177,15,No Resume Yet,Yes - Strong Referral,None,1.0,0,No Offer,No
T3CS1204,Patel College of Science,4,CSE,6.96,0,Data Engineering,"Rust, Kotlin, JavaScript","PyTorch, Spring Boot",18,56,0,74,0.17,129,Unrated/NA,1,Service Company (Tier-3),7,Original Solo,Daily,0,Surface knowledge,None,Moderate,Average,Low Effort,2,Basic (STAR method),Weekly Tech Blogs,Coursera Specialization,0,4699,1,ATS Optimized,Yes - Strong Referral,None,0.75,0,No Offer,No
T3CS1205,Chameli Devi Group,2,CSE,7.7,1,Backend,"C++, Go, JavaScript, SQL, Python","Flutter, Node.js",141,90,0,231,0.36,86,LeetCode Knight (near),0,Service Company (Tier-3),1,Production Deployed,Weekly,15,Not started,Grokking SD,Strong,Excellent,Motivated,15,Basic (STAR method),Books (DSA/System Design),Meta Frontend Cert,1,1970,10,ATS Optimized,Yes - Strong Referral,None,0.45,0,No Offer,No
T3CS1206,Medicaps University,3,CSE,8.97,0,Systems,"Bash, SQL, JavaScript, TypeScript, Go, Python, C++, Kotlin","Express, Flutter, FastAPI, Spring Boot, Django",187,207,88,482,0.9,239,Unrated/NA,0,Service Company (Tier-3),11,Production Deployed,Monthly,50,Can design distributed systems,Grokking SD,Strong,Average,Highly Motivated,7,Practiced 10+,Weekly Tech Blogs,Google ML Crash Course,2,3822,1,ATS Optimized + Strong,Yes - Strong Referral,Passive (just LinkedIn),0.7,0,No Offer,No
T3CS1207,IIST Indore,2,CSE,8.57,0,Backend,"Bash, C++, TypeScript, JavaScript",Next.js,108,129,23,260,0.31,186,Top 50% LeetCode,2,Product Company,8,Original Team,None,3,Knows basics,None,None,Good,Highly Motivated,30,None,Occasional,None,5,2819,0,No Resume Yet,Yes - Strong Referral,Active Outreach,0.79,1,Offer from Mid Company,No
T3CS1208,Acropolis Institute,3,CSE,7.51,0,ML/AI,"Kotlin, Rust",TensorFlow,91,80,40,211,0.31,124,Master,0,MAANG/FAANG Adjacent,4,Solo Clone,None,50,Can design distributed systems,None,None,Good,Neutral,2,Basic (STAR method),Daily Tech Reading,Coursera Specialization,3,902,20,ATS Optimized + Strong,Alumni Referral,Passive (just LinkedIn),0.69,2,Offer from Mid Company,No
T3CS1209,Patel College of Science,3,CSE,6.73,0,DevOps,"Kotlin, SQL, TypeScript, JavaScript, C++","Django, TensorFlow",49,38,48,135,0.19,0,Candidate Master,0,Startup (<10 emp),3,Original Team,Daily,2,Surface knowledge,Grokking SD,None,Average,Motivated,2,Basic (STAR method),Rarely,Multiple Certs,2,364,20,Good but not ATS,Yes - Weak Referral,Passive (just LinkedIn),0.45,5,Offer from Mid Company,No
T3CS1210,Patel College of Science,3,CSE,9.99,1,Cybersecurity,"JavaScript, C++","Spring Boot, FastAPI, PyTorch",70,88,0,158,0.1,0,LeetCode Knight,1,Mid Startup (50-200),1,Original Solo,Rarely,1,Surface knowledge,None,Weak,Average,Passive,15,Practiced 10+,Daily Tech Reading,Meta Frontend Cert,1,4258,1,No Resume Yet,Professor Referral,None,0.32,0,No Offer,No
T3CS1211,Patel College of Science,2,CSE,7.42,1,Full Stack,"TypeScript, Go",React,95,133,35,263,0.24,100,LeetCode Guardian,0,No Internship,4,Production Deployed,Monthly,50,Knows basics,Grokking SD,Weak,Poor,Motivated,2,Practiced 30+,Weekly Tech Blogs,Meta Frontend Cert,1,3119,0,ATS Optimized,Alumni Referral,Passive (just LinkedIn),0.71,1,No Offer,No
T3CS1212,Chameli Devi Group,3,CSE,7.53,0,Android/iOS,"TypeScript, Bash, Rust","Spring Boot, PyTorch",78,12,9,99,0.3,0,LeetCode Guardian,2,Open Source Contribution Only,6,Original Team,Rarely,1,Not started,None,Moderate,Average,Low Effort,3,Basic (STAR method),Never,Multiple Certs,0,2558,0,No Resume Yet,Professor Referral,Active Outreach,0.61,0,No Offer,No
T3CS1213,IIST Indore,4,CSE,6.24,1,Cybersecurity,Go,"FastAPI, React",143,96,13,252,0.29,0,Candidate Master,1,Startup (<10 emp),4,Open Source Contrib,None,3,Knows basics,Multiple SD Books,Moderate,Poor,Motivated,0,Basic (STAR method),Daily Tech Reading,None,0,1863,20,Average,Alumni Referral,Strong Network,0.74,3,No Offer,No
T3CS1214,Acropolis Institute,4,CSE,9.08,0,Android/iOS,"Rust, C++, TypeScript",Spring Boot,146,0,0,146,0.3,70,Candidate Master,1,Service Company (Tier-3),4,Original Team,Rarely,50,Surface knowledge,Grokking + DDIA,Moderate,Below Average,Highly Motivated,0,Basic (STAR method),Never,GCP Associate,3,115,5,Average,Alumni Referral,None,0.36,2,No Offer,No
T3CS1215,Acropolis Institute,3,CSE,8.62,2,ML/AI,"Rust, SQL","Spring Boot, TensorFlow, Express",228,282,44,554,0.88,357,Unrated/NA,1,Open Source Contribution Only,8,Original Solo,Weekly,0,Can design distributed systems,None,Strong,Excellent,Neutral,15,Practiced 10+,Rarely,None,0,2384,15,Average,Yes - Strong Referral,None,0.78,0,Offer from Mid Company,No
T3CS1216,Chameli Devi Group,4,CSE,6.49,0,ML/AI,"Java, Bash, C++","TensorFlow, Express, PyTorch",172,187,87,446,0.53,330,Pupil,1,MAANG/FAANG Adjacent,5,Original Team,Weekly,1,Surface knowledge,Grokking SD,Strong,Poor,Motivated,2,None,Books (DSA/System Design),Meta Frontend Cert,1,4976,0,ATS Optimized,No Referral,Passive (just LinkedIn),1.0,0,FAANG Offer,Yes
T3CS1217,LNCT Bhopal,3,CSE,5.87,3,DevOps,"Kotlin, JavaScript, Java, C++","FastAPI, TensorFlow, PyTorch, Next.js, Spring Boot",188,150,42,380,0.96,98,LeetCode Knight,0,Open Source Contribution Only,6,Solo Clone,Weekly,10,Knows basics,None,Moderate,Below Average,Neutral,7,Fully Prepped,Weekly Tech Blogs,AWS Certified,0,3935,5,No Resume Yet,Yes - Strong Referral,None,1.0,2,Offer from Mid Company,No
T3CS1218,Patel College of Science,2,CSE,8.56,0,ML/AI,"Java, JavaScript","Flutter, Next.js, TensorFlow, Express",78,173,2,253,0.17,264,LeetCode Knight,1,Open Source Contribution Only,2,Original Solo,Daily,0,Knows basics,Grokking + DDIA,Moderate,Poor,Highly Motivated,10,Fully Prepped,Weekly Tech Blogs,None,0,4935,20,Good but not ATS,Yes - Weak Referral,Active Outreach,0.82,2,No Offer,No
